Author,Comment,PublishedAt
@BayuAryoRaifansRailroad416,janji setia menjaga hati ziyan biru,2024-01-23T21:49:45Z
@mmjust,kira2 skrg bs ga ya,2024-01-23T16:19:10Z
@TyaLusiana,keinget rasullullah,2024-01-22T23:39:28Z
@Brushrain,lagu menceritakan diriku rindu nabi muhammad saw,2024-01-21T06:30:44Z
@sitiamanah5100,janji setia kisah nabi muhammad saw gak lawannnnn bikin mewek,2024-01-21T06:24:57Z
@user-wl8ou1sr4o,kalo beliau enak dicintai dikasihani,2024-01-20T01:54:33Z
@alsyamikacintaqu6718,percayalah kasih jarak menghapus janji setia menjaga hati,2024-01-18T16:55:58Z
@alsyamikacintaqu6718,assalamualaikum sayang menyambut datangnya 19 49 sengaja spak janji setia menyambut datangnya nya biii buatmu disana percayalah kasih jarak menghapus janji setia menjaga hati luv bii sh nya akubentar lgi 19 sakral sayang utk ijinkan betapa bahagianya betapa bersyukurnya nikmat karunianya indah selamat biii 49 doanya sehat slu terbaik utk utk hubungan smuanya terjalin bahagia bersamamuaku bangga memiliki dimiliki dirimu bangga kehadiran mu hidupku sayang bismillah smoga allah meridhoi berjalannya slu utk sayang smoga takdir nya menyatukan dlm ikatan cinta suci abadi kehidupan lenggeng lgi amin happy anniversary pria idamanku i love you slu utk anksh 19 forever bismillah kau dlm fayakun nya amin amin ya rob kamis malam jumat 1819 januari 2024,2024-01-18T16:54:47Z
@srimulyani4471,bagusmerdu,2024-01-18T14:57:28Z
@bolangcevano4857,top,2024-01-18T14:41:41Z
@nademkra6795,tercuci janji setia kisah rasul,2024-01-17T12:54:26Z
@yusufdaco8631,denger lagu nabi muhammad,2024-01-17T06:12:29Z
@Rioutama664,lagu enak,2024-01-17T02:24:57Z
@williammargandatuasitumora6977,rcgn pro ml thanks burst,2024-01-16T13:00:18Z
@novidzhamadalthanie-tu3nh,nangis lagu,2024-01-16T08:04:24Z
@novidzhamadalthanie-tu3nh,janji setia jujur cinta orang nyaman cowok sayang,2024-01-16T08:00:08Z
@oktavianda9186,nagih lagunya saiki,2024-01-16T04:48:29Z
@cucukamarudin8973,teringata kisah rasulullah,2024-01-15T11:01:23Z
@user-pl2bf5dr9u,janji setia dongeng,2024-01-14T21:50:45Z
@skaamorf,perasaan kemarin 50jutaan duah 60 juta ajaaa,2024-01-13T12:01:25Z
@ROSSYNURAMELIA-cy8ww,putus langgdung ngedenger lagu,2024-01-13T10:56:23Z
@anandaheula,kangen kmuu,2024-01-13T09:21:05Z
@bahrululum3116,rindu kak alshat kak tiara konten,2024-01-13T08:47:11Z
@user-zv5bw4kd5r,lagu jelek,2024-01-13T05:07:34Z
@BoyBlaze-to6he,sihirrrrrrr,2024-01-12T09:54:45Z
@user-js9iv2uq6j,dunia normal orang nya menjauh hati susah pulih diaa bungah pegang suda berguna,2024-01-12T01:12:06Z
@putriraihanbrtarigan834,video klipnya asing,2024-01-11T13:56:18Z
@netriliani2696,penyanyi paket lengkap,2024-01-11T05:57:29Z
@user-sw3yj8cr8t,inget kisah rasullah saw,2024-01-11T01:52:48Z
@ilma_019,hidup pelangi ciptakan utk menghilang menghasilkan keindahan sirna lintas pudar menyisakan kenangan,2024-01-10T07:23:25Z
@SyazwanSakaruddin,muhammad saw,2024-01-10T03:33:13Z
@bidangpajakdaerah8140,rindu menyakitkan merindukan orang tiada,2024-01-10T01:55:26Z
@DuriKepa21,suka lagu janji setia,2024-01-08T16:45:46Z
@NurulAfkarina-ce4sf,tiara cantik ya wajarlah kalo ganteng,2024-01-08T15:32:56Z
@dinxcyy,lgi enak dengerin iklan shope,2024-01-08T12:33:55Z
@ryly-a,gak tau liat koment percaya tulis semesta dikirim namanya youngky artha prima lagu mewakili isi hatiku sllu disamping km suami ayah anakku lucu cerdas rela kehilangan i love you,2024-01-07T09:57:30Z
@adityaerrasaditya249,gulingnya tiara janji setia,2024-01-06T11:18:15Z
@AuliaRahmanl,62 juta x ditonton 1 62122244 x ditonton 28 apr 2022,2024-01-06T05:42:55Z
@user-jo3ep3ze5x,cantik nian titi yaaaa,2024-01-06T02:17:41Z
@rezamuhammad3293,melepas orang cintai sakit ya ditambah langsung ujian hasilnya,2024-01-05T16:11:19Z
@naufalihsan8699,tolong kembalikan hanna tolonggg berharap hanna kembalikan hanna diriku,2024-01-05T14:48:32Z
@naufalihsan8699,enak sad lagu ihsannurimam sayang hanna,2024-01-05T14:47:53Z
@yogaardiansah8113,titi ga bosan dengae janji setia semangat berkarya pertahanan sikap rendah hati humbel mu idolaidola mu,2024-01-05T13:00:22Z
@micelmcl4557,ga lengkap selen,2024-01-05T04:35:54Z
@agunsetiyo2791,rindu nabi muhammad saw,2024-01-04T16:09:49Z
@dymasardy5488,2024 lagu menyimpan kenangan,2024-01-03T03:22:19Z
@EndiPutra-hu9sl,cocok banget,2024-01-02T16:21:33Z
@otoy4504,terharu lagu bersanding dgn kisah2 rasul hadis berbunyiimran ibn hushain ra meriwayatkan rasulullah bersabda umat manusiamanusia dikutuk allah berubah wujud bumi amblas hujan batu sahabat rasulullah beliau penyanyi wanita alatalat musik bermunculan hr tirmidzi,2024-01-02T05:07:15Z
@user-nr8ew6nq6n,wikwik,2024-01-02T04:32:00Z
@anggiipuspitaa,suka baca cerita rasul pake sound auto nangiss nyess banget kepo sbnrnya lagu,2024-01-02T01:17:47Z
@azhsn_,lagu indo suka janji setia nya tiara favorit cocok situasi sedihgembira,2024-01-01T15:59:52Z
@Arcelys_Evellyn,janji setia cerita islam beuh,2024-01-01T03:04:59Z
@rmdhan1i1i,lagu tiara suka janji setia favorit banget,2024-01-01T00:36:28Z
@user-up1tn9ir5u,im from thailandi really like this song does anyone know what this type of music is called ribu or pop,2023-12-31T19:17:08Z
@user-es4ek3wn2f,inget nabi muhammad,2023-12-31T14:06:08Z
@SopiyanKaseep,kisah rasulullahsahabatjanji setia,2023-12-31T10:44:52Z
@Khuludah-pe2nt,gak tau knp lagu suka bangetttt soalnyaaa bagussss,2023-12-31T03:07:21Z
@F.ViolaP.,lagu bolak didengerin mall manapun kesannya kaya nostalgia dejavu ilusi sih haha,2023-12-30T12:44:37Z
@rezaalfianto31,245 cerita perjuangan rasulullah seringkali tayang tiktok,2023-12-27T14:16:01Z
@tasimaja3828,kah dirimu ya rasulullah saw betapa diriku merindukan hadirmu andai ku genggam tangan murasullulah saw takan rindu lagiii jarak menghapuskerinduanku trhdp mu ya rasulullah saw pokoknya lagu mewakili bngt adakah frekuensi andai dirimu ya rasulullah saw kuat menjalani hidup allohumma sholli ala sayyidina muhammad waala ali sayyidina muhammad,2023-12-27T02:19:08Z
@deanzarkha7267,allahumma sholi ala sayyidina muhammad hamba rindu engkau,2023-12-27T01:01:51Z
@jeniku,go tiara go explore trus tii biar variatif album 2,2023-12-26T14:59:24Z
@ariprahman3925,stay tuned ya guys tiara andini 050124 keep support keep solid and keep streaming,2023-12-26T12:36:13Z
@alwanmakarim2963,merindukan hadirmu,2023-12-26T08:04:41Z
@krisfiyan7096,600k like,2023-12-26T03:05:17Z
@rehanslph1062,janji setia x kisah nabi behh nyentuh banget,2023-12-25T18:44:17Z
@gama4692,terharu denger lagu keinget kisah rasul asli lagu pas banget dijadiin backsound kisah rasul,2023-12-25T08:57:20Z
@user-sz7zw5kq9n,suaranya sedap laguu nyaa jugsa best dengar,2023-12-25T05:46:11Z
@anksh19indahpadawaktunya44,penambahan view 2324 desember 2023 93072 janji setia 60828 cintanya 44254 tega musik video 24746 merin lv 15555 mendi musik video 15319 merin musik video 10384 tega vl 9653 matm musik video 8317 bahaya musik video 6445 semangat moo lumayan turun gas bismillah ntar malem lgi,2023-12-24T23:24:16Z
@dinastyissabell8702,woi,2023-12-24T10:27:34Z
@rullyalam145,lagu unsur magicnya ya bikin nagih dengar bawaannya adem aja dengerinnya benar2 masterpiece banget nih lagu,2023-12-24T09:11:18Z
@agiskaz9421,alfyfa kalo u liat lagu tiara andini w keinget u kalo w kangen u w tinggal play lagu2 tiara andini,2023-12-24T08:56:01Z
@muharyajdwiputra2605,ya,2023-12-24T01:50:00Z
@muharyajdwiputra2605,ya,2023-12-24T01:49:55Z
@tatangmustikacandra1915,aq salut sma ciptain lagu inikeren,2023-12-23T17:17:47Z
@diajeng-cinta,suaranya lembuoppa cinta lagu tiara wkkk,2023-12-23T12:21:33Z
@Movieclipss2200,lagu pake utk backsound nya perjuangan rasulullah saw,2023-12-23T12:05:15Z
@lindapuspitadewi1911,0300 terbaik si,2023-12-23T01:11:51Z
@rezkiemelianingsih1324,aaaah dengar lagu perjuangannya rasulullah,2023-12-22T13:44:48Z
@hendro1610,6 atahun blum move on kenalin cewe ga perna hati,2023-12-22T06:51:17Z
@fcknluiz8043,janji setia,2023-12-21T20:31:36Z
@ImNothing22,lagu seakan kekasih rasulullah yaa rasulullah rindu dirimu,2023-12-21T08:40:04Z
@dallyn82,tulus raisa tiara andini,2023-12-21T04:22:13Z
@mehbahbeh8292,jd nge check lagu dipakai tiktok cerita nabi,2023-12-20T14:01:36Z
@pisman100,raisa suaranya,2023-12-20T12:11:58Z
@NanaAgustina179,61 juta gasss poll,2023-12-20T11:24:49Z
@aldrinbeneran,janji setia tiara andini official music video 61016713 x tonton 599k likes yok gass 600k likesss 20 desember 2023,2023-12-20T09:19:47Z
@ariprahman3925,alhamdulillah 61 juta views thx mootiara pendengar setia tiara andini keep solid keep support keep streaming,2023-12-20T06:21:59Z
@Yacen.81_84,udah 609 juta aja nih besok 61 juta yokk,2023-12-19T12:01:13Z
@GegeParty,lagu enakeun coy euy,2023-12-19T07:37:45Z
@MikanyaAbish,mu disana happy anniversary 48 4thn bismillah doa terbaik utk sayang bismillah bahagia slu milik bismillah utk dlm fayakun nyaamin happy anniversary kesayanganku anksh 19 always forever percayalah kasih jarak menghapus janji setia menjaga hati hatimu hatiku hati i u slu utk sh ku,2023-12-18T17:18:11Z
@devon3877,musik video nya bagus emangg aktingnya dr penataan video dr musicnya dll,2023-12-18T16:00:12Z
@julianjuliano5587,gw ga suka ama tiara andini udah pipinya caby suaranya ikut2an raisa,2023-12-18T15:16:29Z
@patmawati7306,selamat menikah,2023-12-18T10:24:50Z
@patmawati7306,jaga baper,2023-12-18T10:24:06Z
@geryjayaantoni7344,ngedit pake lagu iniapalagi semalem onic gagal m5pengen nangis gwh,2023-12-18T00:16:53Z
@rosieposie_11.26,telat 1hr telat 1thn,2023-12-17T14:42:42Z
@Humanhuman494,lagu cerita rasulullah saw sahabat nangistiap dnger lgu makasih kak tiara lagu pas rindu rasulullah saw,2023-12-17T08:43:36Z
@apiphehe5548,titip jejak,2023-12-17T07:24:52Z
@turikah_77,janji setia kisah nabi muhammad sahabatnya,2023-12-16T06:06:32Z
@SanggarMustika,dengar lagu aja auto rasulullah saw,2023-12-15T21:08:13Z
@vianaak8063,merem otakku nyuruh puter ni lagu,2023-12-15T15:48:00Z
@Infinix-rf2ri,cwok slalu pke akal bkn pikiran apkgi prasaan wanita jdi korban cinta,2023-12-15T13:51:46Z
@AlexanderIsak-zp6rg,janji setia omong kosong,2023-12-14T05:21:00Z
@nurtianasihah3769,inget rasulullah kalo denger lagu,2023-12-14T03:22:22Z
@triwahyuni7534,merindukan dijumpai allohumma sholiala sayyidina muhammad,2023-12-13T20:10:49Z
@kristikristanti9416,love mama selen,2023-12-13T14:27:23Z
@hifa123,tiktok pake sound cerita rasulullaah saw diulang didenger lagu nangis keinget rasulullaaah fisik hati sembari berharap ldr beliau benar2 pertemuan terindah surganya aaamiiin allahumma sholli alaa muhammad,2023-12-13T10:25:27Z
@faizhalluthfy6626,janji setia muhammad saw,2023-12-13T05:29:18Z
@naufalrahadifadhillah6858,terima kasih kak tiara lagunya relate banget pas lirik tahukah dirimu betapa diriku merindukan hadirmu nabi muhammad suka nangis denger lagu keinget nabi,2023-12-13T05:00:51Z
@Dniswraa_,favorit bgtt,2023-12-12T22:02:03Z
@dudigunawan6024,nihhh marini,2023-12-12T12:04:35Z
@rinaldyal959,dengar lagu nangis cwo pas lirik andai kubisa genggam tangan mukarna cwe cinta banget konteks cantik menjalani hubungan tinggalkan wanita cantiksumpah gada wanita diabuat cwo klo udah ngeliat cwe sayang banget fix dilepasbosan manusiawi dilepas,2023-12-10T17:09:40Z
@user-cz1gw5vc8p,janji berdua,2023-12-10T15:36:34Z
@jeniku,lirik lirik nya indah bermakna kerinduan mendalam pda,2023-12-10T14:32:27Z
@yuniapertiwi321,sumpah kesini garagw move on berdua,2023-12-10T03:16:10Z
@sandimalarangga,tiara udh gabakalan dunia udh ingkari janji sndri,2023-12-09T17:49:27Z
@DuriKepa21,bridgenya sih juara banget,2023-12-08T20:17:44Z
@aestheticvibe-sf7ng,yuk 100jt diyoutubelagu masterpiece banget lagu tiara lainkaya indahenak sedih satupokoknya lagu dilist playlist music favorit,2023-12-08T06:08:46Z
@missirani,kangen bahagia ya gap,2023-12-08T03:44:29Z
@mkfsignature2503,wahhh terngiang2 telinga bcground music kisah nabi sahabat,2023-12-07T16:57:37Z
@kristikristanti9416,favorit song,2023-12-07T14:51:03Z
@21-maylenihasna92,bagus bagt suaranya,2023-12-07T06:48:17Z
@DiDikempotchannel.2019,mendalam indah banget lagu,2023-12-07T01:35:20Z
@MikanyaAbish,60067030 x ditonton 2327 wib 06122023 597 ribu like 89 ribu komen 244 juta subscriber,2023-12-06T16:29:32Z
@Yacen.81_84,60 juta views yeayy,2023-12-06T14:46:15Z
@danielguiao6211,his different,2023-12-06T11:09:07Z
@evadamayanti5978,titi nyari cwo ku temui virtual namanya bagas 21 ngawi kerja jakarta surveyoraku lost kontak gegara akun tele ku gabisa buka ga mutual sosmed harap bagas maksud komen ku karna suka dengerin lagu janji setiabagas hope you read this,2023-12-06T05:56:24Z
@Rioutama664,views nya balapan anyway tiara andini amazing,2023-12-06T04:05:43Z
@dandyyyoyo,lupa solawat,2023-12-06T02:39:33Z
@NanaAgustina179,happy 60 juta,2023-12-05T18:43:39Z
@Yacen.81_84,mootiara boom vote malam ya ngeboom nua didetikdetik takut aplikasinya eror vote kesisa aja ngevote udah suka eror please vote ya gas votenya kalah tinggal jam andil ya semangat mootiara vote udah membantu langsung meluncur aplikasi langit musik,2023-12-05T12:09:01Z
@azisfirdaus5795,p,2023-12-05T11:24:02Z
@novafitriyani9885,lagu tiara andini janji setia kisan nabi muhammmad triple combo,2023-12-04T11:22:12Z
@user-tl4se8pm3w,lagu janji setia menyatu gambaran rindu nabi muhammad saw,2023-12-04T10:02:29Z
@sukrin_ali,komentar 4 des 2023,2023-12-04T09:45:04Z
@gilang19official54,janji setia kisah nabi muhammad shallallahu alaihi wasallam,2023-12-04T08:01:20Z
@nabilafairuz6907,dear tiara ga paksaan hati mencintai lagu sebagaiman lagu ngingetin kisahkisah rasulullah sahabatnya ngingetin betapa rindunya beliau makasih tiara menghadirkan lagu semoga dituntun jalannya ya ti,2023-12-04T03:51:53Z
@hotelpermatagombong2206,gercepin 60 juta yok,2023-12-03T14:35:20Z
@mayanurhalisa7960,ya denger lagu bawaannya pengen nangis,2023-12-03T06:54:45Z
@IGustiAyuPutuIntanUdayani,dear my angle babies up there mommy miss you,2023-12-03T03:54:40Z
@sky77451,roman picisan warisan ternilai adl kesetiaan,2023-12-03T02:05:53Z
@user-wd7lo8rd6l,terima kasih kak lagu nangis merindukan rasulullah saw,2023-12-02T16:57:34Z
@arifot3714,meninggal tega memfitnahnya,2023-12-02T14:46:37Z
@muhammadtahrim9626,aja dengerin lagu karna fyp rosulullah,2023-12-02T12:25:20Z
@achmadnizar8830,vote titi langit musik yuk semangat vote tinggal utamakan female singer of the year gais,2023-12-02T04:05:50Z
@kinariantv3107,cerita cinta yy universal,2023-12-01T18:16:30Z
@dnxrtzmjsxx,dirimu menunaikan janji sembarang janji janji hutang ditagih perhitungan amal bersungguh2 berjanji berjanji menunaikannya golongan orang2 munafik,2023-12-01T15:00:39Z
@abangpenebak,kisah rasulullah saw janji setia nangis bangettt,2023-12-01T12:25:12Z
@harrytanus5428,denger lagu kaya rindu banget sosok nabi muhammad saw efek sound tiktok,2023-12-01T11:39:38Z
@iisdaniindriani8290,ya rasulullah rindu padamu mendengar lagu,2023-12-01T08:13:10Z
@colorfullulalilo,rasululloh saw,2023-12-01T07:41:36Z
@putribanten6934,rasulullah saw ya allah jadikan layak umat nabi muhammad allahummashollialasaidina muhammad waala alisaidina muhammad,2023-12-01T01:03:53Z
@user-zq9je1hz6m,lagu mengabarkan betapa rindunya diriku kekasihku rosulullahhualaihi wassalam,2023-12-01T00:19:07Z
@delimaindahsari5078,serindu rasullulah,2023-11-30T13:02:10Z
@toniwijaya6743,sedih dengerinnya yah kek keingat,2023-11-30T06:37:01Z
@nurulkhairiah8297,seandainya engkau ku luapkan ya baginda nabi muhammad salallahu alaihi wassalam,2023-11-30T04:04:26Z
@rosyitaazzahra5664,ya rasulullah ya habiballah kujaga hatiku untukmu ya rasulullah kupanjatkan sholawat untukmu ya rasulullahallahumma sholli ala sayyidina muhammadpertemukan diriku ya robb,2023-11-30T01:26:52Z
@mhmmdrfnmln_,tau lagu dr fyp tiktok vibenya ldr an nabi muhammad saw,2023-11-30T00:27:18Z
@ErwinDulmin-tw5th,my wife mami nike ardilla mahatma gandhi mahatma erwin dulmin,2023-11-29T18:26:49Z
@ErwinDulmin-tw5th,my wife mami tiara andini mahatma gandhi mahatma erwin dulmin,2023-11-29T18:26:09Z
@gakuh3h326,rindu rasulullah saw,2023-11-29T16:14:04Z
@dhantashine,favorittttt,2023-11-29T14:39:44Z
@user-qf7su6yn1f,semoga gak galau yaaa,2023-11-29T09:54:33Z
@ventusbagus4625,janji setia janji allah rasulnya,2023-11-29T05:11:13Z
@IsannFajarr,nyesek banget bridge kitaaaa huwoaaoooo merindukan hadirmu,2023-11-28T17:05:43Z
@Vinzedit21,keinget nabi muhammad saw,2023-11-28T15:36:39Z
@hydraproxima2319,ya rasulullah,2023-11-28T02:10:30Z
@abimanyuchanel,suka lagu gr2 dijadiin backsound cerita rasulullah nabi muhammad saw ditiktokpas banget aja gitu aja,2023-11-28T01:01:49Z
@frengkyaditya2510,dengar lagu kisah rasulullah,2023-11-27T20:56:46Z
@lovinsel99,kangen rasullullah jdnya,2023-11-27T13:02:09Z
@alvian6666,kisah rasulullah sahabat janji setia,2023-11-26T12:08:21Z
@NanaAgustina179,gas 60jt moooo,2023-11-26T11:50:52Z
@EnjangMaulana-zg1tf,keren banget lagunya cocok galau,2023-11-26T10:29:03Z
@thaniauna1252,fav song banget,2023-11-26T07:15:08Z
@arlindayinta5371,kangen banget ga si ti,2023-11-26T00:32:21Z
@jefi.chemistry,kesini tiktok top pas banget,2023-11-25T08:12:49Z
@doni.hdyt.,playlist wajib kalo ujan,2023-11-25T06:21:50Z
@eikomarmut9754,andai ku genggam tanganmu takkan rindu hatiku,2023-11-25T03:04:37Z
@peserta_prayogategarfirdau4424,denger lagu bener bener inget kisah nabi muhammad saw tiktok make lagu nih kisah kisah beliau,2023-11-25T00:14:07Z
@muhammadputra5164,we love tiara andiniiii,2023-11-24T13:26:30Z
@Gcmumy,kisah rasulullah saw sahabat dengar lagu,2023-11-24T07:36:27Z
@roniandri5455,haii tiara sesuka lagu niat ku hijrah percaya gak buka tiktok fyp ku lagu backsound ny pokoknya nabi muhammad saw rabb ny cinta rindu iman turun pas lagu nangiss nagiss senangis nagisnya allah memalingkan wajahnya padaku semoga syafaat rasulullah saw aamiin semoga menjaga hatiku menjaga imanku,2023-11-23T23:07:45Z
@marieanneosoga1748,i really love this i heard it just now on tiktok and came to youtube to listen the full song thanks for this,2023-11-23T15:53:37Z
@MikanyaAbish,59278254 x ditonton 2204 wib 23112023 596 ribu like 89 ribu komen 244 juta subscriber,2023-11-23T15:07:25Z
@kusumayudha6072,qndrta,2023-11-23T06:15:18Z
@ulfamayamulyasari,udah gue puter 1000 kali,2023-11-22T09:52:04Z
@vithasarry7801,pindah batam,2023-11-22T09:21:22Z
@antonpkl5854,dijadikan sound cerita rasullulah,2023-11-21T13:52:08Z
@ventusbagus4625,pacar rasulullah,2023-11-21T06:00:42Z
@pahmi3201,enak dengar lagu ny tpi sekrng jdi kisah,2023-11-21T03:22:30Z
@AyuFitri2410,dengerin lagu inget ayang dengerin lagu inget ayah alias nangis bngt,2023-11-20T14:16:04Z
@MikanyaAbish,penambahan view 1819 november 2023 121 469 janji setia 49180 cintanya 52941 tega musik video 32140 lv merin 20217 mendi lv 15796 flipitup musik video 14356 tega lv 11803 matm musik video 10281 mein musik video 722 bahaya musik video 8077,2023-11-19T20:18:45Z
@dedearian58,lagu inget rasulullah,2023-11-19T06:45:25Z
@alfianasaputri8562,ko nyesek ya liat vidio klip inii,2023-11-19T06:10:38Z
@user-tj3te4wy9m,pas denger reeff lagunya lgsng inget rasullullah saw karna tiktok bnyk cerita rasulullah sahabat lagu sukses kak titi,2023-11-19T04:44:00Z
@alwanmakarim2963,happy 59 juta moo,2023-11-19T04:28:42Z
@sitifatonah3547,sebel alshad d titi udah baik2 ga jujur,2023-11-19T02:54:27Z
@bayukreshna8612,lagu pasangan samakan lagu sperti d bawa ranah agama krna lagu agama sakral jdi samakan lagu duniawi d hubungkan kuasa,2023-11-19T02:52:50Z
@purdebay,korea gtlagunya menyentuh dengar lagunya 1 suaranya bagus suka sukses kk cantik penyanyi menyentuh hati,2023-11-19T02:30:21Z
@anitawulandari4262,pas belom tau tiara nanyi liat sound track fb kirain raisa nyanyii,2023-11-19T01:40:51Z
@ellinellin5475,bismillah 201 lg 59jt,2023-11-18T18:11:55Z
@alwanmakarim2963,59 jeti didepan mata moo,2023-11-18T15:38:07Z
@tyassooo,gaskan malam nih 59 juta,2023-11-18T14:14:40Z
@wulan191,lagu favoritku love titi,2023-11-18T02:47:06Z
@arintaqa3949,rasulullah klo dgr lagu,2023-11-17T02:41:33Z
@ikhierukanda9917,rindu rasullullah klo denger lagu janji setia,2023-11-17T01:29:16Z
@mohdaiman9734,merindukan hadirmu,2023-11-16T22:42:03Z
@NapisaSitinafisabintial-yp5ug,lagunya fav suaranya halus balik2 fyp tiktok cari laguu full nyaa sedap didengar auto minat penyanyi nya,2023-11-16T12:36:40Z
@mhmdikrom,lagu gua puterin malam gua kangen udah 3 gua pendem suka gua gua komen lagunya yt makasih kak tiara udah ngebuat lagu lagu indah suara kakak berkat lagu nenangin ku rindu menyiksaku malamku,2023-11-16T05:57:53Z
