Author,Comment,PublishedAt,youtube_english
@itsme_ayiy,ayo janji sayang,2024-03-03T13:17:38Z,come on promise baby
@Ghazz-tm5hy,200 populerr,2024-03-02T07:08:04Z,200 Popularr
@luv.uankshalsyam898,79 ribu lgi 66 juta gsnas jg janset gak nysngks ngalahin merin musik video vl merin waltu tembus smua platform lo masya allah gsk sangja jsnset ngejar merin,2024-03-02T00:44:53Z,79 thousand lgi 66 million gsnas jg janset gak nysngks ngalahin merin video music vl merin waltu translucent smua platform nausea masah allah gsk sangja jsnset chase merin
@armayeni4779,sadar cowok nya alshad ahmad,2024-03-01T14:33:15Z,aware of his man alshad ahmad
@Duniawijayanti,style titi lagu lagu yega yak,2024-03-01T08:58:06Z,style titi song yega yak song
@galihrakasiwi6362,p,2024-02-29T23:46:01Z,p
@raraclmk8837,baper banget liat ka tiara bang alshad,2024-02-29T18:01:49Z,very baper see ka tiara bang alshad
@Irfanuuuuuuuuu,tiara perform acara puteri indonesia tgl 8 maret live sctv ramaikan ya guys,2024-02-29T16:43:23Z,"tiara perform Indonesian princess event on March 8, live sctv enliven ya guys"
@adetwp,seneng lagu gara fyp ttg kisah rasulullah ko pas banget yaa yaa sayyidii yaa rasulullah,2024-02-29T08:29:30Z,seneng lagu gara fyp about the story of Rasulullah ko paset yaa yaa sayyidii yaa Rasulullah
@blace1200,i saw this on tiktok,2024-02-29T05:55:17Z,i saw this on tiktok
@KevasAfendar,kesini gara gara kisah rasulullah like,2024-02-28T13:50:49Z,here because of the story of Rasulullah like
@dhogaming3819,andai ku genggam tanganmu langsung kebayang genggam tangan rasulullah saw sorban hijau wajah bercahaya,2024-02-28T06:46:35Z,if I hold your hand directly to the shadow of the hand of the apostle of Allah saw a green turban with a glowing face
@APRILIANURLITA-tt4ub,model nya mantan titiyg macan ya,2024-02-27T07:48:32Z,the model is a former titiyg macan yes
@BabyFox09,first time here from viet nam with love for tiara,2024-02-27T05:43:47Z,first time here from viet nam with love for tiara
@Tiara-db3er,alm eril klo denger lagu,2024-02-23T17:29:34Z,late eril klo heard the song
@PanjiFauzanAbdurachman,rindu rasulullah dengerin lagu,2024-02-23T14:03:54Z,miss the apostle of God listening to songs
@raraindahnoor3408,rindu habibiku lahul fatihah,2024-02-23T09:18:14Z,miss my habibul lahul fatihah
@fajarmuhammad223,nangis denger lagunya,2024-02-23T08:36:33Z,cry to hear the song
@diahn_j,kangen titi alshad,2024-02-23T05:56:21Z,kangen titi alshad
@afrinr1169,lucu bgtttt,2024-02-23T03:23:58Z,funny bgtttt
@MyEmptyBottle,suara tiara suka banget i love you tiara,2024-02-22T07:13:06Z,tiara sound really like i love you tiara
@BangJapsEntertainment,cocok rasulullah saw ya,2024-02-21T23:03:28Z,match Rasulullah saw yes
@danangpanggalih,bagus nih suara lagu bawaain tiara exelent work,2024-02-21T13:39:20Z,good song sound bring tiara exelent work
@Hunting_family,ex gf,2024-02-21T12:02:40Z,ex gf
@mamanbaululumcirebon8878,denger lagu pacar nabi muhammad saw lagu bikin nangis rindu nabi muhammad saw,2024-02-21T03:37:12Z,listen to the song of the girlfriend of the prophet Muhammad saw the song made me cry longing for the prophet Muhammad saw
@DuriKepa21,menawarkan kesetiaan memilih pengkhianatan,2024-02-20T09:23:52Z,offer loyalty choose betrayal
@debyatman8842,salah lagu terbaik,2024-02-20T08:46:16Z,one of the best songs
@user-dp3tr8ov4r,alshad ahmad kangan titi alshad ahmad,2024-02-19T08:43:04Z,alshad ahmad kangan titi alshad ahmad
@user-oq9gy9qj1w,415,2024-02-19T06:33:53Z,415
@user-oq9gy9qj1w,perfect,2024-02-19T06:33:00Z,Perfect
@cintanyaakush9759,bismillahirrahmanirrahimbuat mu selamat 50 sayang bagia bersamamudan semoga bahagia slu milik biarkan apapun merusak kebahagiaan luv kesayangankuaku sayang kamudoa terbaik sayang lgi happy anniversary kesayanganku milikmu miliki ku slu utk bismillah dlm fayakun nya anksh 19 always forever 19022024 0022 wib,2024-02-18T17:22:55Z,bismillahirrahmanirrahimbuat mu Selamat 50 Sayang Bagia Bersamaamudan May Happy SLU Belong Let Anything Damage My Beloved Luv's Happiness My Dearest Kamudoa Best Love Lgi Happy Anniversary My Beloved Beloved Belonged to Ku SLU for Bismillah in his Fayakun Anksh 19 Always Forever 19022024 0022 Wib
@cintanyaakush9759,janji setia menjaga hati congratulations utk 65 juta view masya allah moo alhamdulillah penambahan viewnya 6070 ribu 24 jam nya,2024-02-17T23:20:45Z,pledge to keep the heart of congratulations for 65 million views masya allah moo alhamdulillah the increase in views is 6070 thousand 24 hours
@cintanyaakush9759,65009943 x ditonton 0618 wib 18022024 605 ribu like 89 ribu komen 249 juta subscriber,2024-02-17T23:19:40Z,65009943 x watched 0618 wib 18022024 605 thousand likes 89 thousand comments 249 million subscribers
@user-le6lk6ry1l,rumah neraka,2024-02-17T21:33:14Z,hell house
@restuarr,congrats 65jt views moo semoga cepat 100m nya,2024-02-17T17:08:46Z,congrats 65jt views moo hopefully soon 100m
@vearlyanaayu2917,9k lg 65jt,2024-02-17T14:10:07Z,9k lg 65m
@user-ht7ig7tp1n,cinta banget lagunya,2024-02-15T22:50:08Z,really love the song
@muhammadhafiz2958,semangat team tiara,2024-02-15T17:42:46Z,tiara team spirit
@rivaldoviki305,adem banget,2024-02-15T17:24:11Z,adem really
@kamaseanfanbaze,liriknya jarak n sih kek everlasting ni lagu menjaga hati,2024-02-15T10:41:10Z,"the lyrics are spaced out here, this everlasting cake is a heart guarding song"
@bidangpajakdaerah8140,lagu bosan dengar,2024-02-15T04:13:14Z,bored songs to listen to
@user-zu2mz1bh9s,lagunya orng tulus jalan aspal lurus,2024-02-14T20:34:55Z,the song orng sincere straight asphalt road
@user-cc4ep6ll1c,melepas merelakan mu ikhlas masii mencintai mu tau mengikhlaskan mu tersenyum karna tau kau orang kau bahagia banding ku berjanji mu apapun membuatmu bahagia kejar merelakan mu mu bahagia orang terluka mata kebahagiaan mu,2024-02-14T10:02:58Z,let go of you sincerely masii love you know sincerely you smile because you know you're a person you're happy appeal I promise you whatever makes you happy chase let go of you happy people hurt your eyes happiness
@ahmadrusaili5468,trmkasih tlh hdir dlm hidupku bbrpa thn trkhir inimmng kmu prmpuan hbt jrk mmpu mmthkan cnta,2024-02-13T03:34:11Z,trmkasih tlh hdir in my life bbrpa thn trkhir inimmng kmu prmpuan hbt jrk mmpu mmthkan cnta
@riacantik3982,2024 syuka video nya,2024-02-12T22:37:51Z,2024 likes the video
@jeje-md5ic,tiara andini 2024 smkn smp 15 sma 5 sma 6 pratek merah motor jipi ds tablet tabulet baktik orens,2024-02-12T00:24:49Z,tiara andini 2024 smkn smp 15 sma 5 sma 6 prekek red motor jipi ds tablet tabulet baktik orens
@user-fp5ze3xk6z,diam aja na gk ngapangapain chating2an suami orang ngerusak rumah tangga orang gila sih salah lakinya udh nikah aja kode2 in angka sosmed nya gak mikirin perasaan istrinya janji setia nya gk dipegang nya emang bener gak kah istrinya ngelahirin sibuk ngodein akun nya udh unfollow istri nya nauzubillah chating suami orang jalur ku kearah pelakor gini ya yaallah anti banget suami orang akrab chating2an nauzubillah,2024-02-11T15:56:37Z,shut up aja na gk ngapangapain chating2an husband of a person who destroys the household of a crazy person sih one of his men udh nikah aja code2 in his sosmed number not thinking about the feelings of his wife his promise of loyalty gk held his emang really isn't his wife ngelahirin busy coding his account udh unfollow his wife nauzubillah chating husband my path towards this actor yaallah anti really husband people familiar chating2an nauzubillah
@Amazingsports124,janset masuk top200 spotife malaysia,2024-02-11T15:53:07Z,janset entry top200 spotife malaysia
@tyassooo,gasss 65 juta moo,2024-02-11T13:27:22Z,gasss 65 million moo
@syariatulhasanah3100,gass 65 juta mootiara,2024-02-11T06:51:14Z,gass 65 million mootiara
@rizkyfidiansyah2768,gas 65 juta dengerin lagu pernikahan moo,2024-02-11T03:20:27Z,gas 65 million listen to wedding song moo
@bintanglaut4276,lagu raisa pas dengar banget reff nya tiara nyanyi suara raisa,2024-02-10T12:58:34Z,raisa's song when she heard her reff tiara singing Raisa's voice
@imronrosadi7702,nangis rasulullah saw lagu janji setia,2024-02-10T00:34:23Z,cry apostle saw song pledge of allegiance
@Lucky-tj5eh,vidio clipnya sm alshad ahmad putuh ngga sih sebenernya,2024-02-09T12:41:25Z,the video clip sm alshad ahmad putuh not really
@jusmanto1139,kesini titok,2024-02-08T11:58:49Z,here titok
@nandadwiputra6647,sengaja nyetel lagu galau karna hadir asing sesakit yah mencintai orang,2024-02-07T19:44:53Z,deliberately set the songs because they are present foreigners as sick as well as loving people
@MICHSANFAZAR,janji,2024-02-07T18:43:21Z,appointment
@rullyrahmawan5333,denger lagu baca kisah nabi muhammad madepp,2024-02-07T18:12:13Z,listen to a song read the story of the prophet muhammad madepp
@GedeArtawahyudi,waouuuu,2024-02-06T14:31:03Z,waouuuu
@Rioutama664,stream lagu pernikahan berasa,2024-02-06T01:21:55Z,wedding song stream flavored
@sunarasull,dalem banget,2024-02-05T05:33:48Z,really dalem
@user-sp6bl1ku6r,suara titi raisa banget tp melodi aransemen krg ceria ti jd bd m single perdana km dl ceria tp d duet kykny pas ny,2024-02-04T15:18:05Z,titi raisa sound really tp melody arrangement krg cheerful ti jd bd m single premiere km dl cheerful tp d duet kykny pas ny
@andrekresna2522,didengar sejuksama dirasakan takut kehilangan,2024-02-03T13:14:51Z,heard cold equally felt fear of loss
@defindraelsy5293,janji setia menjaga hati,2024-02-02T15:08:43Z,pledge of loyalty to keep the heart
@user-zz8eb2py8w,suka chatan,2024-02-02T01:49:50Z,like chatan
@Akhmadi_Kurniawan,0103 0200 janji setia kisah rasulullah sahabat,2024-01-31T14:04:59Z,0103 0200 pledge OF allegiance the story OF Allah 'S Apostle
@maisarahafiqah6368,my ex lagu ni kat i hm,2024-01-31T00:24:56Z,my ex this song on i hm
@susanlucky88,tinggal kenangan anjiiiirrrr,2024-01-30T19:33:52Z,anjiiiirrrr memories left
@grelaras2065,titi lagu penuh kenangan,2024-01-29T08:49:55Z,titi is a song full of memories
@ibasofficial3,vidio udah gk tonton penggemar alshad tiara mungkinkan janji setia berdua terbukti dipelaminan,2024-01-29T07:45:12Z,vidio gk gk watch fan alshad takara possible pledge of allegiance both proven underwritten
@dordordorindonesian6783,prakiraan thn 7880 juta viewers,2024-01-29T00:04:59Z,forecast of 7880 million views
@ahmadmckenzei2679,bikin gua mewek brutal,2024-01-27T07:48:42Z,make the cave mengek brutal
@Fahrul_R,dluu rela ujanan nganter pulng smpe hp rusak skrng rela ujanan sendri krna udh dipelukan orng semoga bahagia n,2024-01-27T04:54:24Z,dluu rela ujanan nganter pulng smpe hp broken skrng rela ujanan sendri krna udh hugged orng may be happy n
@Takumi.Fujiwara001,hmmm setia merelakan salah satunya,2024-01-26T22:11:49Z,hmmm faithfully let go of one of them
@moccaorangemakankpop2415,lagu denger clip kisah kisah islami eh tau lagunya penyanyi terkenal,2024-01-26T11:46:12Z,songs listen to clips of Islamic stories eh know the songs of famous singers
@Sofie_SachinLOVE,lagu galau tiara bener bener kyk isi suara hati kitaaaaa,2024-01-25T13:32:30Z,song galau tiara bener bener kyk isi Suara hati kitaaaaa
@alwanmakarim2963,percayalah kasiih,2024-01-25T13:23:46Z,trust me kasiih
@lele7034,lagu orang pacaran lagu meningkatkan rasulullah,2024-01-25T01:36:25Z,people's songs courtship songs increase the apostle
@rizkyfidiansyah2768,gas 64 juta moo up ngeluwihi,2024-01-24T22:55:57Z,gas 64 million moo up ngeluwihi
@LarajatulHikmah-hw5nh,titi luppp bet,2024-01-24T16:18:41Z,titi luppp bet
@BayuAryoRaifansRailroad416,janji setia menjaga hati ziyan biru,2024-01-23T21:49:45Z,pledge allegiance to keep the blue ziyan heart
@mmjust,kira2 skrg bs ga ya,2024-01-23T16:19:10Z,about now bs no yes
@TyaLusiana,keinget rasullullah,2024-01-22T23:39:28Z,keinget rasullullah
@Brushrain,lagu menceritakan diriku rindu nabi muhammad saw,2024-01-21T06:30:44Z,the song tells me miss the prophet muhammad saw
@sitiamanah5100,janji setia kisah nabi muhammad saw gak lawannnnn bikin mewek,2024-01-21T06:24:57Z,pledge of allegiance to the story of the prophet muhammad saw gak lawannnnnn makin mewek
@user-wl8ou1sr4o,kalo beliau enak dicintai dikasihani,2024-01-20T01:54:33Z,if he is good to be loved pitied
@alsyamikacintaqu6718,percayalah kasih jarak menghapus janji setia menjaga hati,2024-01-18T16:55:58Z,trust love distance erase the pledge of allegiance keep the heart
@alsyamikacintaqu6718,assalamualaikum sayang menyambut datangnya 19 49 sengaja spak janji setia menyambut datangnya nya biii buatmu disana percayalah kasih jarak menghapus janji setia menjaga hati luv bii sh nya akubentar lgi 19 sakral sayang utk ijinkan betapa bahagianya betapa bersyukurnya nikmat karunianya indah selamat biii 49 doanya sehat slu terbaik utk utk hubungan smuanya terjalin bahagia bersamamuaku bangga memiliki dimiliki dirimu bangga kehadiran mu hidupku sayang bismillah smoga allah meridhoi berjalannya slu utk sayang smoga takdir nya menyatukan dlm ikatan cinta suci abadi kehidupan lenggeng lgi amin happy anniversary pria idamanku i love you slu utk anksh 19 forever bismillah kau dlm fayakun nya amin amin ya rob kamis malam jumat 1819 januari 2024,2024-01-18T16:54:47Z,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
@srimulyani4471,bagusmerdu,2024-01-18T14:57:28Z,nicemerdu
@bolangcevano4857,top,2024-01-18T14:41:41Z,Top
@nademkra6795,tercuci janji setia kisah rasul,2024-01-17T12:54:26Z,washed of faithfulness of the apostolic story
@yusufdaco8631,denger lagu nabi muhammad,2024-01-17T06:12:29Z,listen to the song of the prophet muhammad
@Rioutama664,lagu enak,2024-01-17T02:24:57Z,good song
@williammargandatuasitumora6977,rcgn pro ml thanks burst,2024-01-16T13:00:18Z,rcgn pro ml thanks burst
@novidzhamadalthanie-tu3nh,nangis lagu,2024-01-16T08:04:24Z,cry song
@novidzhamadalthanie-tu3nh,janji setia jujur cinta orang nyaman cowok sayang,2024-01-16T08:00:08Z,pledge loyalty honest love people comfortable man love
@oktavianda9186,nagih lagunya saiki,2024-01-16T04:48:29Z,nagih lagunya saiki
@cucukamarudin8973,teringata kisah rasulullah,2024-01-15T11:01:23Z,the story of the apostle of God
@user-pl2bf5dr9u,janji setia dongeng,2024-01-14T21:50:45Z,fairytale pledge of allegiance
@skaamorf,perasaan kemarin 50jutaan duah 60 juta ajaaa,2024-01-13T12:01:25Z,yesterday's feeling 50 million duah 60 million ajaaa
@ROSSYNURAMELIA-cy8ww,putus langgdung ngedenger lagu,2024-01-13T10:56:23Z,break up langgdung ngedenger lagu
@anandaheula,kangen kmuu,2024-01-13T09:21:05Z,kangen kmuu
@bahrululum3116,rindu kak alshat kak tiara konten,2024-01-13T08:47:11Z,miss sis alshat kak tiara content
@user-zv5bw4kd5r,lagu jelek,2024-01-13T05:07:34Z,bad song
@BoyBlaze-to6he,sihirrrrrrr,2024-01-12T09:54:45Z,sorceryrrrrrrrr
@user-js9iv2uq6j,dunia normal orang nya menjauh hati susah pulih diaa bungah pegang suda berguna,2024-01-12T01:12:06Z,the normal world of people away from the heart is difficult to recover hea bungah hold suda useful
@putriraihanbrtarigan834,video klipnya asing,2024-01-11T13:56:18Z,the video clip is foreign
@netriliani2696,penyanyi paket lengkap,2024-01-11T05:57:29Z,full package singer
@user-sw3yj8cr8t,inget kisah rasullah saw,2024-01-11T01:52:48Z,remembering the story of Rasullah saw
@ilma_019,hidup pelangi ciptakan utk menghilang menghasilkan keindahan sirna lintas pudar menyisakan kenangan,2024-01-10T07:23:25Z,rainbow life create to disappear produce beauty fade away leaving memories
@SyazwanSakaruddin,muhammad saw,2024-01-10T03:33:13Z,muhammad saw
@bidangpajakdaerah8140,rindu menyakitkan merindukan orang tiada,2024-01-10T01:55:26Z,painful longing longing for no one
@DuriKepa21,suka lagu janji setia,2024-01-08T16:45:46Z,love the song of promise
@NurulAfkarina-ce4sf,tiara cantik ya wajarlah kalo ganteng,2024-01-08T15:32:56Z,"beautiful tiara, it's only natural that handsome"
@dinxcyy,lgi enak dengerin iklan shope,2024-01-08T12:33:55Z,lgi feel good listening to shope ads
@ryly-a,gak tau liat koment percaya tulis semesta dikirim namanya youngky artha prima lagu mewakili isi hatiku sllu disamping km suami ayah anakku lucu cerdas rela kehilangan i love you,2024-01-07T09:57:30Z,don't know liat comment believe write universe sent his name youngky artha prima song represents my heart sllu beside km husband father my son funny smart willing to lose i love you
@adityaerrasaditya249,gulingnya tiara janji setia,2024-01-06T11:18:15Z,the roll of the tiara pledge of allegiance
@AuliaRahmanl,62 juta x ditonton 1 62122244 x ditonton 28 apr 2022,2024-01-06T05:42:55Z,62 million x watched 1 62122244 x watched 28 apr 2022
@user-jo3ep3ze5x,cantik nian titi yaaaa,2024-01-06T02:17:41Z,beautiful nian titi yaaaa
@rezamuhammad3293,melepas orang cintai sakit ya ditambah langsung ujian hasilnya,2024-01-05T16:11:19Z,release sick loved ones yes plus the test results immediately
@naufalihsan8699,tolong kembalikan hanna tolonggg berharap hanna kembalikan hanna diriku,2024-01-05T14:48:32Z,please give me back hanna pleasegg hope hanna give me back hanna
@naufalihsan8699,enak sad lagu ihsannurimam sayang hanna,2024-01-05T14:47:53Z,delicious sad song ihsannurimam dear hanna
@yogaardiansah8113,titi ga bosan dengae janji setia semangat berkarya pertahanan sikap rendah hati humbel mu idolaidola mu,2024-01-05T13:00:22Z,titi ga bored with the promise of loyalty spirit works defense humble attitude humbel mu idolidola mu
